user_id,early_avg_recall,early_avg_delta,early_std_delta,early_avg_difficulty
u:iCJ3,0.915,23.65,72.79334484,0.925833333
u:iCJ9,0.833333333,0,0,0.904761905
u:iCJQ,1,0,,1
u:iCJR,0.983333333,0,0,0.946666667
u:iCK1,0.954166667,8.25,36.89512163,0.909583333
u:iCKj,0.8925,43.3,135.0883142,0.95
u:iCKl,0.976190476,25.35714286,94.87774088,1
u:iCLL,1,2295.5,8588.974531,0.952380952
u:iCLO,0.908333333,254.8,1139.500241,0.908801821
u:iCLi,1,14.57142857,54.52129335,0.906216931
u:iCMh,0.958333333,20.8,93.02042786,0.915031397
u:iCMk,0.94375,132.1,430.4994529,0.870833333
u:iCNZ,0.890984848,0,0,0.805322198
u:iCNq,0.98,32.9,105.8508882,0.935714286
u:iCNu,0.946428571,0,0,0.594642857
u:iCOE,0.810833333,18.1,80.94566079,0.920833333
u:iCOc,0.926388889,105.6666667,448.3056993,0.831349206
u:iCPB,0.952380952,0,0,1
u:iCPD,0.866666667,0,0,0.974358974
u:iCPP,0.928571429,0,0,1
u:iCPS,0.625,0,0,0.84375
u:iCQQ,0.901111111,41.2,109.4833321,0.881111111
u:iCQX,0.881666667,11.2,50.0879227,0.792565629
u:iCRF,0.879166667,69.28571429,259.2434047,0.777380952
u:iCRa,0.885714286,96.2,322.6411727,0.829166667
u:iCS4,0.941666667,3343.5,14898.77331,0.933333333
u:iCSA,1,0,0,0.95
u:iCSa,0.919880952,0,0,0.901666667
u:iCT2,1,0,0,1
u:iCTE,0.75,6.65,20.69903379,0.661503774
u:iCUJ,1,0,0,0.727272727
u:iCUQ,0.952380952,22.71428571,84.98907493,0.916666667
u:iCUf,0.95,40.5,125.2330459,0.892380952
u:iCVW,1,0,0,0.833333333
u:iCW6,1,0,0,0.93614899
u:iCW9,0.961111111,16.46666667,63.77512577,0.922222222
u:iCWK,0.825,3.4,15.20526225,0.92356385
u:iCWj,1,0,0,1
u:iCWw,0.9075,3177.8,13637.26032,0.783234219
u:iCXN,0.951082251,40,134.1433136,0.871111111
u:iCXP,0.9625,974.15,4356.531241,0.947763348
u:iCXT,0.988095238,33.21428571,124.2764775,0.946730116
u:iCXa,0.964285714,0,0,0.871428571
u:iCY0,0.783333333,0,0,0.908452381
u:iCYM,0.966666667,221.55,908.7671507,1
u:iCZY,0.864583333,0,0,0.75
u:iCZn,1,0,,1
u:iC_C,0.981481482,0,0,0.923302469
u:iC_J,0.583333333,0,0,0.763888889
u:iC_P,0.904166667,22.05,68.68269912,0.849047619
u:iC_V,0.964285714,60.14285714,225.0339657,0.908730159
u:iCa8,0.9,0,0,0.964204545
u:iCaZ,1,0,,0.75
u:iCas,0.857142857,0,0,0.7
u:iCax,0.970833333,244.25,843.4320785,0.877380952
u:iCbd,0.879166667,0,0,0.951884921
u:iCbx,0.964285714,111.5714286,417.4620599,0.839285714
u:iCcE,0.883333333,0,0,0.812916667
u:iCdp,0.925,0,0,0.9457493
u:iCe4,0.795238095,0,0,0.828571429
u:iCeL,0.88,0,0,0.771666667
u:iCef,0.81875,0,0,0.884564394
u:iCei,0.865,11.05,49.4171023,0.942510582
u:iCf7,0.734375,167.5625,670.25,0.883333333
u:iCfu,0.428571429,0,0,0.916666667
u:iCg-,0.9375,16,49.24802962,0.9375
u:iChO,0.860714286,0,0,0.801666667
u:iChQ,0.898809524,59.5,222.6286145,0.928571429
u:iCir,0.893367347,4177.285714,15629.97195,0.835975017
u:iCjD,0.9,8.4,37.56594202,0.875131879
u:iCjX,0.845833333,30.5,94.34734258,0.854429976
u:iCjc,0.861111111,0,0,0.875
u:iCjx,0.333333333,4.25,14.72243186,0.871428571
u:iCkI,0.811111111,0,0,0.903439153
u:iCkQ,0.894166667,40.9,131.5802337,0.947857143
u:iCkg,0.93452381,2056,8883.907634,0.86442604
u:iCks,1,0,,1
u:iCll,0.625,0,0,0.722767857
u:iClu,0.870238095,33.64285714,125.8800449,0.787670068
u:iCmN,1,0,,1
u:iCmp,1,0,,1
u:iCmy,0.95,26.05,38.90132591,0.837857143
u:iCn9,1,0,,0.5
u:iCnA,0.984375,0,0,0.803571429
u:iCnP,0.799659864,0,0,0.716666667
u:iCnY,0.95,254.3,1137.264173,0.903021978
u:iCnm,1,0,,0.666666667
u:iCo1,0.850833333,11.45,51.20595668,0.922916667
u:iCo4,0.942307692,15.92307692,57.41147031,0.882051282
u:iCoJ,0.851414835,68.9,308.1301673,0.801615232
u:iCoi,0.875,6.15,27.50363612,0.787575758
u:iCok,0.738095238,0,0,0.952380952
u:iCp3,0.928571429,0,0,0.976190476
u:iCpI,0.965,17.3,53.415058,0.920357143
u:iCpP,1,0,0,0.927701465
u:iCpS,1,0,0,0.830272109
u:iCpT,0.842634746,41,153.4079529,0.836629652
u:iCqA,0.597222222,152.9166667,529.718872,0.854761905
u:iCqD,1,0,0,0.696979851
u:iCqZ,0.8525,0,0,0.992820513
u:iCqf,0.970833333,32.85,146.9096661,0.93
u:iCqi,0.98,17.85,55.027529,0.940277778
u:iCqw,0.880952381,0,0,0.813016745
u:iCrx,0.8,0,0,0.900178078
u:iCsG,0.625,0,0,0.948785867
u:iCsH,0.916666667,0,0,0.845238095
u:iCsL,1,0,0,0.857142857
u:iCsS,0.833333333,11.22222222,22.33706436,0.676669028
u:iCtQ,0.875,0,0,1
u:iCtb,0.931666667,118.45,474.5932857,0.8775
u:iCte,0.729166667,0,0,0.854166667
u:iCtt,0.964285714,0,0,0.821428571
u:iCty,0.875,155.7,696.3115682,0.8
u:iCuB,0.916666667,31.14285714,116.5259015,0.904761905
u:iCuv,0.85,0,0,0.85625
u:iCv6,0.95,25.35,79.72734788,0.913214286
u:iCvW,0.95,67,207.2971424,1
u:iCw5,0.702380952,0,0,0.866496599
u:iCwH,1,4.4,19.6773982,0.941190476
u:iCwY,1,9.25,32.04293994,0.808803928
u:iCwZ,0.891666667,289,537.4777072,0.91547619
u:iCwb,1,0,0,0.9341829
u:iCwi,0.9,0,0,0.866666667
u:iCwu,0.919791667,0,0,0.960984848
u:iCx5,0.925,0,0,0.916666667
u:iCxk,0.866666667,31.55,141.0958894,0.91808222
u:iCxm,0.808333333,0,0,0.900277778
u:iCxy,0.983333333,2.75,12.29837388,0.79702381
u:iCya,0.75,0,,0.8
u:iCye,0.970238095,15.92857143,59.59925695,0.964285714
u:iCzY,1,0,0,0.741666667
u:iCzt,0.973333333,1836.6,8101.021283,0.934265884
u:iCzz,1,15.5,57.99568949,1
u:iD-7,0.850357143,3186.9,14252.25007,0.835957156
u:iD-F,0.946666667,0,0,0.716666667
u:iD-H,0.9025,51.35,161.1864808,0.858333333
u:iD-N,0.863333333,19.25,61.74043715,0.8475
u:iD-X,0.976190476,28,104.7664068,0.9
u:iD-r,0.815833333,0,0,0.899365773
u:iD0-,0.875,27.6,100.2388726,0.935516671
u:iD06,0.864166667,80.45,209.7656524,0.863095238
u:iD0b,0.901515152,48.63636364,161.3085693,0.951515152
u:iD0l,0.983333333,17.2,52.94048297,1
u:iD0o,0.898333333,8.4,37.56594202,0.842230226
u:iD0w,0.916666667,0,0,1
u:iD1e,0.8725,55.7,177.1092734,0.875714286
u:iD2-,0.90952381,0,0,0.769727891
u:iD28,0.855,1364.6,4140.030745,0.830079365
u:iD2C,0.596666667,0,0,0.689054286
u:iD2J,1,0,,1
u:iD2P,0.966666667,0,0,0.926569893
u:iD3D,1,0,0,0.964285714
u:iD3G,0.9,0,0,0.844646889
u:iD3d,0.935714286,1171.928571,4384.955196,0.922619048
u:iD3m,0.910833333,18.65,57.40921896,0.913333333
u:iD41,0.99,22.7,71.78370289,0.956818182
u:iD5-,0.99,24.65,81.12256808,0.933333333
u:iD50,0.958333333,15,56.1248608,0.899404762
u:iD5t,0.844315476,63.55,155.7793564,0.743627609
u:iD6h,0.886363636,16.54545455,54.87506471,0.941414141
u:iD7N,0.9675,102.7,438.3404229,0.882708333
u:iD7e,0.937962963,28.61111111,121.3866641,0.916666667
u:iD7i,0.825,0,0,0.729166667
u:iD7j,0.89,36.05,113.4253638,0.895
u:iD7l,0.940031397,0,0,0.835714286
u:iD7z,0.858333333,45.85,141.4698313,0.866666667
u:iD83,0.965,26.25,117.3935688,0.849716811
u:iD85,0.897619048,15.81818182,52.46297396,0.792855125
u:iD8H,0.944444444,0,0,0.944444444
u:iD8a,0.972222222,457.4444444,1372.333333,0.814814815
u:iD8f,0.896130952,37.4,167.2578847,0.774543651
u:iD8l,1,0,0,0.83
u:iD91,0.89702381,363,1437.343273,0.946666667
u:iD9Q,0.925,22.15,99.0578114,0.832022006
u:iD9X,0.907894737,0,0,0.720175439
u:iDAB,0.845,50.55,226.0664725,0.9625
u:iDAY,0.958441558,0,0,0.869047619
u:iDAz,0.825,8.15,36.44790803,0.796666667
u:iDBW,0.914912281,46.73684211,147.254067,0.910964912
u:iDBc,0.84,228.95,760.8837988,0.809675325
u:iDBk,0.891666667,16.95,75.80270444,0.760833333
u:iDCH,0.95,0,0,0.966666667
u:iDCP,0.88125,513.25,950.6194597,0.758333333
u:iDCc,1,7.8,34.88266045,0.979166667
u:iDCp,1,0,,1
u:iDCu,0.908333333,0,0,0.854659091
u:iDDS,0.725,1980.95,8859.07772,0.784424603
u:iDDi,1,0,0,0.916666667
u:iDDn,0.898333333,0,0,0.810972222
u:iDE-,0.898809524,22.35714286,83.65276872,0.885714286
u:iDEB,0.75,0,0,0.878607756
u:iDED,0.944444445,0,0,0.869444444
u:iDEG,0.898809524,21.5,80.44563382,0.944642857
u:iDEN,0.9375,11.15,49.8643159,0.94
u:iDEQ,0.952380952,0,0,0.905045351
u:iDEX,0.523333333,85.1,368.9789468,0.7907769
u:iDEf,0.774458874,0,0,0.788888889
u:iDEs,0.925833333,21.3,66.70918819,0.853055556
u:iDFG,1,0,,1
u:iDFQ,0.75,5.2,23.25510697,0.84889881
u:iDFU,0.887083333,74.3,238.8102308,0.845238095
u:iDFi,0.923809524,0,0,0.846088435
u:iDG-,0.952380952,0,0,0.833333333
u:iDGI,0.865,598.25,2398.993997,0.94625
u:iDGr,0.934210526,0,0,0.768095238
u:iDGx,0.829166667,0,0,0.903847663
u:iDHL,0.65,7.5,23.16644579,0.953787879
u:iDHk,0.944444444,285.5,699.3293216,0.879524411
u:iDIh,0.75,98.65,341.6169408,0.975
u:iDJf,1,0,0,0.888888889
u:iDJn,0.85,0,0,0.863333333
u:iDJz,0.777777778,10.77777778,32.03776366,1
u:iDKI,0.8,0,0,0.876592732
u:iDKM,0.4375,7.125,20.15254326,0.833333333
u:iDKV,0.924851191,0,0,0.902083333
u:iDKg,0.965,15.45,69.0945005,0.861626984
u:iDL8,1,0,0,0.8825
u:iDLO,0.95,63.45,283.7570263,0.86702381
u:iDLZ,0.845280612,39.35714286,147.2609443,0.81967913
u:iDLc,0.908333333,51.45,230.0913949,0.829761905
u:iDLg,0.973333333,173.65,656.9783522,0.983333333
u:iDLo,0.9,0,0,0.994444444
u:iDMg,1,0,0,0.718915344
u:iDMp,1,0,0,0.898928571
u:iDNG,0.88952381,36.3,121.4825524,0.929047619
u:iDOJ,1,5.35,23.92592736,0.954166667
u:iDOb,1,0,0,0.976190476
u:iDPD,0.827777778,0,0,0.796296296
u:iDPI,0.814198718,37.6,120.6401347,0.87452381
u:iDPJ,0.916666667,0,0,0.852380952
u:iDPO,0.809583333,55.6,171.6245596,0.861547619
u:iDP_,1,0,,1
u:iDPv,0.781428571,0,0,0.718333333
u:iDQ8,0.921666667,70.8,224.3196967,0.9125
u:iDQO,1,0,0,0.888888889
u:iDQv,0.814312452,84.45,270.1197541,0.92182347
u:iDR4,0.877777778,1479.6,6496.309036,0.963690476
u:iDRD,0.883333333,0,0,0.891666667
u:iDSD,0.935,0,0,0.91456044
u:iDSK,0.9,8.95,40.0256168,0.919047619
u:iDSY,0.908333333,22.75,70.02471368,0.88
u:iDSr,0.931794872,24.05,74.07569031,0.931878441
u:iDTJ,0.888571429,231.6,877.8389374,0.931522373
u:iDTr,0.964285714,0,0,0.952380952
u:iDTt,1,0,0,1
u:iDU6,1,17.85,79.8276268,0.957020202
u:iDUd,1,0,0,0.94047619
u:iDV1,1,0,0,0.951020408
u:iDVC,0.801659452,0,0,0.684848485
u:iDVu,1,0,,1
u:iDW8,0.964285714,54.71428571,204.7221113,0.935600114
u:iDYh,0.983333333,94.3,333.3007335,0.908049451
u:iDZH,0.8875,44.1,142.1388869,0.913055556
u:iDZa,0.875,0,0,0.92202381
u:iDZc,0.927083333,0,0,0.854166667
u:iDZl,0.906666667,61.8,212.792857,0.875
u:iD_2,0.953571429,64.15,286.8875215,0.888349567
u:iD_l,0.821052632,37.89473684,165.1793284,0.815497076
u:iDb9,0.991071429,92.28571429,259.5227657,0.903571429
u:iDbQ,0.816666667,21.1,94.36206865,0.893769841
u:iDbT,0.946666667,95.25,368.5766185,0.929166667
u:iDc3,0.869047619,0,0,1
u:iDc7,0.973333333,79.65,304.4690417,0.968242589
u:iDcZ,0.9,13.75,61.49186938,0.741508455
u:iDci,0.875,0,0,0.809801587
u:iDd6,1,16.41666667,56.86900152,1
u:iDdZ,0.865,13.35,59.703015,0.850833333
u:iDda,0.879166667,179,729.3413756,0.870396825
u:iDdf,0.916666667,3029.85,12857.65796,0.892440476
u:iDe4,0.75,0,0,0.855998763
u:iDeJ,1,0,,0.833333333
u:iDeM,0.870238095,220.5714286,825.302715,0.833248299
u:iDej,0.9,0,0,0.870238095
u:iDer,0.892857143,0,0,0.669047619
u:iDf6,0.873333333,1985.75,8838.033408,0.925
u:iDfj,0.925,0,0,0.968201754
u:iDg5,1,0,0,0.927777778
u:iDgd,0.9,698.2,2207.902262,0.845714286
u:iDgn,0.946666667,3244.45,14335.23198,0.883333333
u:iDgt,0.84375,0,0,0.739366883
u:iDh3,0.7861678,0,0,0.726190476
u:iDhJ,0.948333333,44.4,151.8442415,0.931666667
u:iDhP,1,0,0,0.802083333
u:iDhV,0.883333333,19.6,60.35892643,0.871110556
u:iDho,0.919444444,152.3333333,555.3395358,0.919444444
u:iDhu,0.870833333,61.8,276.378002,0.79258547
u:iDi2,0.825,206.6666667,506.2278802,0.891666667
u:iDi5,0.948333333,51.4,160.5914725,0.966666667
u:iDiI,0.899166667,48.3,151.9588241,0.883333333
u:iDid,1,44.6,138.8863223,1
u:iDih,0.925925926,31.27777778,91.11712279,0.937962963
u:iDil,0.928571429,0,0,0.722619048
u:iDis,1,0,,1
u:iDj-,1,0,0,1
u:iDjS,0.880952381,0,0,0.857142857
u:iDjX,0.930952381,29.21428571,109.3098479,0.904135745
u:iDjx,1,0,0,0.94625
u:iDk5,0.947916667,14.375,57.5,0.96875
u:iDkB,0.9,86.05,213.4425783,0.841428571
u:iDkM,0.983333333,0,0,0.68219246
u:iDkV,0.876153846,52.4,163.1577861,0.835454545
u:iDkW,0.976190476,44,164.632925,0.920238095
u:iDkm,1,0,0,0.883333333
u:iDlI,0.815,0,0,0.835714286
u:iDlP,0.5,10,14.14213562,0.416666667
u:iDlh,0.925,7.2,32.19937888,0.909960317
u:iDmN,1,0,0,0.825
u:iDmY,0.925,13.75,35.54518992,0.835719538
u:iDmk,0.863690476,2088.25,9204.028042,0.821318681
u:iDnU,1,0,0,0.9375
u:iDnW,0.913333333,3469.1,15449.68059,0.781953047
u:iDnr,1,0,,1
u:iDoa,0.964285714,0,0,0.895238095
u:iDox,1,0,0,0.946666667
u:iDpJ,0.941666667,293.75,1119.81088,0.908333333
u:iDpM,0.941904762,1683.25,7527.722846,0.849505495
u:iDpu,0.8925,142,525.9941965,0.849166667
u:iDq6,0.85,14,43.16918979,0.928690476
u:iDq7,0.791666667,0,0,0.858452381
u:iDqH,0.9375,0,0,0.9375
u:iDqq,0.9875,75.95,190.5342834,0.983333333
u:iDrH,1,0,0,0.983333333
u:iDs7,0.889444444,3775.45,14829.11786,0.91375
u:iDsR,0.814285714,0,0,0.89569161
u:iDsa,0.908333333,0,0,0.881765873
u:iDtw,0.887528345,0,0,0.715646259
u:iDu5,1,0,0,0.916666667
u:iDuA,0.983333333,31.5,103.540737,0.951190476
u:iDuB,1,33.7,107.8464308,1
u:iDuE,0.941666667,0,0,1
u:iDuH,0.970833333,114.65,368.9113822,0.901190476
u:iDuS,0.958333333,0,0,0.859583333
u:iDv0,1,15.375,43.48706704,0.835416667
u:iDv4,0.9609375,733.9375,2935.75,0.957386364
u:iDv6,0.7625,10.75,33.09774201,0.708055556
u:iDvD,0.916666667,0,0,1
u:iDvF,0.7,3.45,15.42886904,0.630653652
u:iDvs,0.926111111,91.2,327.6729114,0.911666667
u:iDvx,0.898148148,109.5,345.6942291,0.863756614
u:iDwV,0.666666667,0,,0.75
u:iDwp,1,0,0,0.901766693
u:iDx5,0.885833333,105.5,301.7708263,0.99375
u:iDxV,1,2612.5,9775.079923,0.958333333
u:iDxi,0.910833333,16.85,52.1064447,0.92857573
u:iDy2,0.858333333,45.7,149.6005559,0.9
u:iDyW,1,0,0,0.971428571
u:iDya,0.95,289.2,646.6708591,0.9
u:iDyy,0.75,6.75,23.3826859,0.760912698
u:iDz0,0.985416667,12.05,37.57165085,0.972789097
u:iDzP,0.925,320.4,1329.011124,0.916666667
u:iDzh,0.9,25.8,95.95152285,0.723305861
u:iE--,0.965,29.85,93.94974861,0.921666667
u:iE-F,0.95,9.9,44.27414595,1
u:iE0D,1,1789.3,7971.446894,0.928194444
u:iE17,0.733333333,54.4,243.284196,0.870998168
u:iE1B,0.9625,34.7,98.1428068,0.930729409
u:iE1b,0.76,0,0,0.808624382
u:iE1m,0.848214286,81,252.9095948,0.81207265
u:iE2,0.883333333,11.45,45.48623273,0.883000617
u:iE2-,1,128.9090909,427.5430866,0.780205905
u:iE2A,0.941666667,52.25,163.252428,0.947440476
u:iE3S,0.75,0,0,0.849883287
u:iE3T,0.855357143,0,0,0.805555556
u:iE3U,1,0,0,1
u:iE3a,0.666666667,0,,1
u:iE3o,1,0,0,0.952048755
u:iE3z,0.9125,11.2,50.0879227,0.976190476
u:iE4K,1,154.05,538.3049884,0.88047619
u:iE4L,0.928571429,0,0,0.964285714
u:iE4x,0.898333333,69.7,244.8896852,0.89
u:iE5C,0.883333333,0,0,0.954225879
u:iE5H,0.95,0,0,1
u:iE5P,0.783333333,0,0,0.819047619
u:iE5Z,0.95,33.66666667,101,0.916666667
u:iE5w,1,0,,1
u:iE6u,0.908730159,0,0,0.792857143
u:iE73,0.930357143,55.4,174.9783144,0.916309524
u:iE7C,0.916666667,0,0,1
u:iE7P,0.902380952,3801.357143,14223.37603,0.932112554
u:iE7y,0.825925926,0,0,0.82037037
u:iE88,0.979591837,0,0,1
u:iE8E,0.841666667,57.65,144.0677016,0.826488095
u:iE8V,0.85952381,33,109.2491118,0.806426768
u:iE8X,0.833333333,0,0,0.841666667
u:iE8b,0.532467532,130.0909091,431.4627341,0.890151515
u:iE99,0.909166667,105.9,259.3585001,0.873333333
u:iE9q,0.880952381,0,0,0.876190476
u:iE9r,0.865625,16.9375,67.75,0.892113095
u:iEA3,0.75,13.45,60.15022859,0.937777778
u:iEAA,0.5,0,0,1
u:iEAB,1,20.5,28.99137803,0.833333333
u:iEAT,1,0,0,1
u:iEAk,0.883333333,16.15,72.22499567,0.8125
u:iEB0,0.942857143,0,0,0.845238095
u:iEB_,0.969204545,23.85,106.6604425,0.873896217
u:iEBr,0.94537037,701.6666667,2976.919549,0.866688065
u:iEC0,1,5.611111111,23.8059283,1
u:iEC9,0.857142857,15.71428571,58.79747322,0.946428571
u:iECB,0.945357143,0,0,0.941111111
u:iECo,0.908333333,121.2,349.5068104,0.9375
u:iEDr,0.855555556,0,0,0.934444444
u:iEEC,0.933333333,31.4,121.6116771,0.947777778
u:iEEJ,1,0,0,0.979166667
u:iEEi,0.798484848,34.18181818,113.3682656,0.793722944
u:iEEy,0.8875,24.45,109.3437241,0.90375
u:iEFZ,0.942936508,123.3,381.1837656,0.943888889
u:iEF_,0.5,11.05,34.71913624,0.630892857
u:iEG3,1,0,0,0.969017094
u:iEGN,1,62.78571429,234.9226316,0.813208617
u:iEGY,0.971428571,1358.357143,5082.507037,0.920238095
u:iEGh,0.896666667,0,0,0.938492063
u:iEH1,1,119.7142857,447.9298414,0.925510204
u:iEH8,0.880952381,0,0,0.916666667
u:iEHE,0.95,85.71428571,320.7134903,0.943487799
u:iEHj,1,0,0,0.828571429
u:iEI2,0.9875,0,0,0.883333333
u:iEIZ,0.805,11,49.1934955,0.881071429
u:iEIt,0.9375,31.4,98.34011871,0.983333333
u:iEIy,1,10.35,46.28660713,0.92984623
u:iEJ-,0.85,12.05,29.50374642,0.938311688
u:iEJS,1,262.7857143,983.254109,1
u:iEK_,0.857142857,0,0,0.780952381
u:iEKo,0.98,65.1,176.5249051,0.892083333
u:iELG,0.933333333,14.85714286,55.59033832,0.850823383
u:iELo,0.788392857,0,0,0.8375
u:iELr,0.946428571,0,0,0.82096475
u:iEME,0.877813853,0,0,0.75
u:iEMG,0.946666667,0,0,0.668333333
u:iEMT,0.95,0,0,0.951868132
u:iEMj,0.859880952,73.45,226.8427406,0.882672282
u:iEN4,0.916666667,0,0,0.84375
u:iENO,0.81031746,112.4,355.440009,0.878088023
u:iEO-,0.857142857,0,0,0.761904762
u:iEPT,0.972222222,763.75,1013.027928,1
u:iEPZ,1,0,0,0.918370682
u:iEQD,0.933333333,846.4,3690.767006,0.829392136
u:iEQa,0.929166667,153,629.8145926,0.863333333
u:iER8,0.933333333,53.25,176.4211095,0.815
u:iER9,0.825,0,0,0.7325
u:iERt,0.802040816,0,0,0.919047619
u:iESD,0.912222222,3221.066667,12475.13756,0.816666667
u:iESE,0.67,32.6,145.7916321,0.767426471
u:iES_,0.9625,0,0,0.942916667
u:iESd,0.976851852,0,0,0.877777778
u:iESy,0.90625,23.375,66.11448404,1
u:iESz,0.85,0,0,0.975714286
u:iETK,0.829166667,0,0,0.969723659
u:iETL,0.891547619,152.7,570.5551406,0.906666667
u:iETk,0.804047619,0,0,0.808333333
u:iETw,1,0,0,1
u:iETy,1,0,0,0.906827665
u:iEU8,0.913928571,132.7,593.4524412,0.950833333
u:iEUO,0.9175,82.1,275.4672394,0.928611111
u:iEUg,1,0,0,0.880714286
u:iEV9,0.958333333,0,0,0.975
u:iEVS,0.89484127,30.5,114.1205503,0.860544218
u:iEVe,0.9,43.3,193.6434869,0.892073517
u:iEVf,0.666666667,0,0,0.777777778
u:iEVs,0.683333333,8.75,27.10772855,0.900660722
u:iEWH,0.848690476,610.95,2535.364886,0.803869048
u:iEXO,0.971428571,0,0,0.84047619
u:iEXm,0.5,0,,1
u:iEXu,0.951190476,0,0,0.94
u:iEY7,0.854166667,0,0,0.885416667
u:iEYt,0.874206349,19,65.81793069,0.9375
u:iEZ3,0.285714286,0,0,0.713492063
u:iEZ5,0.9525,21.2,94.80928225,0.855
u:iEZ6,0.958333333,5.9,26.38560213,0.903928571
u:iEZD,0.925,130.65,423.4622055,0.845833333
u:iEZp,1,0,0,1
u:iEZz,1,0,0,0.854166667
u:iE_d,0.714285714,27.21428571,101.8265332,0.933531746
u:iEae,0.85,11.1,49.6407091,0.901111111
u:iEbp,0.922305764,19.78947368,50.20466883,0.825347659
u:iEcJ,0.801020408,0,0,1
u:iEcU,0.75,0,0,0.844792152
u:iEdU,0.95,0,0,1
u:iEdg,1,0,0,0.888073593
u:iEe7,0.878690476,63.6,163.2864451,0.958333333
u:iEeI,0.966666667,785.15,2908.726567,0.861287879
u:iEed,0.833333333,0,0,1
u:iEer,0.906666667,0,0,0.831369048
u:iEf4,0.904761905,0,0,0.75
u:iEfx,0.944940476,2976.5,10063.8944,0.874411137
u:iEg7,1,0,0,0.952380952
u:iEgC,0.888888889,0,0,0.861111111
u:iEgR,0.944444445,0,0,0.958333333
u:iEgU,0.966666667,863.65,3808.570132,0.943690476
u:iEgc,0.816190476,57.45,191.4893085,0.843333333
u:iEgp,1,0,0,1
u:iEgs,0.891666667,0,0,0.764675325
u:iEh1,1,0,,0.333333333
u:iEhW,0.910714286,44.85714286,167.8400599,0.916666667
u:iEha,0.933333333,64.15,216.2070828,0.922777778
u:iEi8,0.857142857,0,0,0.833333333
u:iEi9,0.86375,18.65,58.48461336,0.885555556
u:iEim,0.858333333,0,0,0.925833333
u:iEjA,0.775,0,0,0.82575161
u:iEjU,0.919236111,267.95,1107.332236,0.887180924
u:iEkA,0.8,0,0,0.897747114
u:iElW,0.956666667,6.35,28.39806331,0.995
u:iEla,0.876190476,0,0,0.816666667
u:iElc,0.908333333,27.9,87.51595343,0.901318681
u:iElu,0.844348509,0,0,0.866666667
u:iEmD,0.9375,0,0,1
u:iEm_,0.952380952,0,0,0.878571429
u:iEmf,0.941666667,0,0,0.896204906
u:iEms,0.942857143,0,0,0.852380952
u:iEnH,0.916666667,35.5,132.8288372,0.950396825
u:iEnb,0.908333333,6,26.83281573,0.888333333
u:iEnn,0.772222222,0,0,0.888888889
u:iEoV,0.818333333,46.85,147.4246552,0.7875
u:iEoW,0.781292517,0,0,0.859183673
u:iEob,0.684210526,4.947368421,21.56507898,0.991914569
u:iEor,0.976190476,8.5,31.80408779,0.961104283
u:iEow,0.55,0,0,1
u:iEp3,0.916666667,0,0,1
u:iEpT,1,0,0,0.88
u:iEpd,0.760714286,39.55,176.872977,0.889314002
u:iEpk,0.895879121,0,0,0.798772894
u:iEpv,0.975,14.25,43.9471872,0.983333333
u:iEqr,1,0,0,0.821428571
u:iEr7,0.857142857,0,0,1
u:iErD,1,40.92857143,153.1406916,0.889331502
u:iErR,0.916190476,855.2,3765.212479,0.949242424
u:iErc,0.75,0,0,1
u:iErd,0.816666667,33.75,104.8346442,0.804047619
u:iEri,0.945357143,20.45,91.45518028,0.893441893
u:iErm,0.85,0,0,0.951373349
u:iEs5,0.947619048,0,0,0.888095238
u:iEsE,0.857142857,0,0,1
u:iEsk,0.799019608,0,0,0.842647059
u:iEtC,0.966666667,3.75,16.77050983,0.9525
u:iEtR,0.946428571,45.95,112.4523174,0.969305556
u:iEtb,0.858333333,17.5,78.26237921,0.928968254
u:iEu8,0.75,0,,1
u:iEuP,0.975,40.05,179.109045,0.825770202
u:iEuX,0.866666667,0,0,0.875
u:iEul,0.802380952,0,0,0.844444444
u:iEv0,0.880952381,0,0,0.952380952
u:iEvQ,0.975,35.25,128.7236432,0.983333333
u:iEvU,0.944444444,0,0,0.861111111
u:iEvZ,1,0,0,0.832936508
u:iEwA,0.880833333,0,0,0.801666667
u:iExM,0.920833333,19.1,64.26335618,0.798622535
u:iExX,0.833333333,0,0,0.729166667
u:iExd,1,0,0,1
u:iExj,1,0,,1
u:iExz,0.983333333,0,0,0.959675325
u:iEye,0.839583333,1144.95,5036.742028,0.901557018
u:iEyz,1,0,0,0.958473625
u:iEzJ,0.738095238,0,0,0.69047619
u:iEzM,0.952380952,0,0,0.928571429
u:iEz_,0.841666667,103.2,336.3755107,0.882726956
u:iEze,0.958333333,9.833333333,34.06366588,0.951388889
u:iEzl,1,0,0,0.964285714
u:iEzq,0.8,0,0,0.991666667
u:iF-9,1,55.35,191.0492565,0.963690476
u:iF-T,0.833333333,0,0,0.888333333
u:iF-o,0.9375,0,0,1
u:iF0P,1,0,0,0.905076595
u:iF0X,1,0,0,0.942307692
u:iF0f,1,5.176470588,21.343135,0.90700451
u:iF18,0.833333333,0,0,0.952380952
u:iF1m,0.907142857,0,0,0.761904762
u:iF2T,0.936507936,0,0,0.951517274
u:iF2l,1,42.35,139.8906622,0.911130952
u:iF2q,1,364.95,1437.042704,0.966666667
u:iF32,0.5,12,29.39387691,0.861111111
u:iF36,0.904761905,0,0,0.880952381
u:iF39,0.975,0,0,0.854166667
u:iF3X,1,0,0,0.933333333
u:iF3_,0.961111111,847.8333333,3209.277805,0.956481481
